"Region","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","start","end"
"1",51.0179105261004,3.14587946079486,0.536450558479995,5.86424864522194,4.51170972192639e-09,1.68970523984937e-08,"chr1",10210940,10211418
"10",127.512373866342,4.14588589687715,0.429127413082211,9.66120031134643,4.40670065585686e-22,5.71540202512978e-21,"chr1",120099487,120099832
"100",24.4278070696683,4.24943894696187,0.874933342404852,4.85687165068119,1.19254838790976e-06,3.34484725636518e-06,"chr1",160793445,160794473
"1000",47.374276565892,2.1682507793791,0.524234569030383,4.13603166878038,3.53363446019449e-05,8.10053214036282e-05,"chr12",54189631,54189855
"1001",269.234623249408,-2.39388889185454,0.302738227302328,-7.90745494279417,2.62704168874636e-15,1.90497488311533e-14,"chr12",54191242,54191466
"1002",47.2028575137273,-1.44004779937221,0.495042248977204,-2.90893919124571,0.00362657391548717,0.00620208326697253,"chr12",54191667,54192542
"1003",22.5273441961335,-3.82822979641525,0.846953357281047,-4.52000073381245,6.18394170311287e-06,1.56624735796404e-05,"chr12",54263735,54264620
"1004",153.801401734129,-3.12889492345459,0.384100595743852,-8.14602986333606,3.76067296622928e-16,2.91282585460444e-15,"chr12",54283113,54283910
"1005",174.894422323453,-2.64002740464631,0.354527683671737,-7.44660438729167,9.57732617151498e-14,5.9607674159268e-13,"chr12",54651268,54651430
"1006",40.4439088946514,1.45567586432818,0.525842415569921,2.76827395665769,0.0056354062766083,0.00933198168769969,"chr12",54830681,54830866
"1007",31.4016307241817,1.87835128998875,0.597730464825506,3.1424720681371,0.00167527696360621,0.00302143978737191,"chr12",54984225,54985372
"1008",44.2394874199747,-3.34365617968378,0.581494661071731,-5.75010641287954,8.91872963652660e-09,3.20361431646611e-08,"chr12",54985551,54985902
"1009",36.9768543924561,4.04947702876658,0.698795267629574,5.79494054460766,6.83453892725054e-09,2.48967888348948e-08,"chr12",54986196,54986659
"101",431.28732905491,-2.05055537887078,0.266949036439736,-7.68144888709382,1.57299240767634e-14,1.05732446185549e-13,"chr1",160863069,160863306
"1010",50.9754261823385,3.13544793501512,0.565529908083589,5.54426545828533,2.95190714838698e-08,9.91235545483552e-08,"chr12",55016346,55017159
"1011",54.9520040732063,3.14634609601718,0.535716424603996,5.87315593010421,4.27575941216006e-09,1.60756907859909e-08,"chr12",55019213,55019872
"1012",187.920834325295,4.51824403578809,0.405355667431278,11.1463694696068,7.4587912289594e-29,2.03869589519509e-27,"chr12",55123946,55125229
"1013",30.8748994839975,3.532038010011,0.717784183018376,4.92075207781581,8.6212282315597e-07,2.45730435951167e-06,"chr12",55299348,55299611
"1014",868.717550595343,-2.2174380061215,0.24986474677555,-8.87455327226852,7.02146726994467e-19,6.7339878407782e-18,"chr12",55315322,55315518
"1015",34.3826860771191,1.62798522449362,0.577297995968079,2.82000844600825,0.00480223854907755,0.00803839410661963,"chr12",55329023,55329615
"1016",87.4763597445086,2.31628066769087,0.401916991278988,5.76308222332169,8.2591532727472e-09,2.97776374992238e-08,"chr12",55360995,55361245
"1017",113.267114028665,-3.78260639301814,0.425835325313905,-8.88279146458737,6.52031252581052e-19,6.28454062649817e-18,"chr12",55398228,55399324
"1018",65.2563727595497,-1.60915781366532,0.430682666084475,-3.7362957471562,0.000186751010031493,0.000386191896079036,"chr12",55399495,55399723
"1019",68.5827959955958,-2.92573295156487,0.490362977229008,-5.96646379809889,2.42450499596502e-09,9.37071180940479e-09,"chr12",55443140,55443488
"102",89.9602902349667,2.27087976551921,0.398467792657186,5.69902965149536,1.2049126954421e-08,4.26464062993013e-08,"chr1",160933999,160934424
"1020",111.049877717742,2.56301463563235,0.418845133969879,6.11924176207971,9.40216647335726e-10,3.82519720205535e-09,"chr12",55446547,55447309
"1021",17.8323396282502,-2.4665225693373,0.808871132782202,-3.04933934389947,0.00229345262187244,0.00404204030257045,"chr12",55466835,55467148
"1022",25.1303701283055,-3.3492620801579,0.769954208501536,-4.34994970243249,1.36168761548313e-05,3.29963801494815e-05,"chr12",55491078,55492073
"1023",90.632498501864,-2.21693824041846,0.420651735720225,-5.2702462682644,1.36240840122969e-07,4.27064758374109e-07,"chr12",55492258,55492969
"1024",68.7294159526639,1.01235409776199,0.422883918651372,2.39392905029473,0.0166689728686017,0.0250488258698078,"chr12",55495104,55495352
"1025",345.320305818114,-2.28650607658369,0.288077905424847,-7.93711018278766,2.06946200528588e-15,1.51199823259545e-14,"chr12",55820084,55820401
"1026",22.6253868863319,-2.2260230881771,0.699160371698976,-3.18385191478718,0.00145329339395804,0.00264204090670171,"chr12",55820786,55821477
"1027",27.0116003316617,-4.37800979211805,0.854369742093327,-5.12425660275761,2.98713944657977e-07,9.01976090705532e-07,"chr12",55831205,55831371
"1028",49.6399494867689,-4.4014204561606,0.65674711325458,-6.70184971860614,2.0579763155805e-11,1.00940081976125e-10,"chr12",56301748,56302231
"1029",59.5753161215954,-1.08269566718272,0.436555879770345,-2.48008494984029,0.0131351084861992,0.0202098703420223,"chr12",57194492,57195220
"103",30.9143851447774,3.12644274760363,0.67389706257757,4.63934764108539,3.49510694175781e-06,9.09669247804305e-06,"chr1",161035604,161036167
"1030",485.00886968769,-2.14818874502376,0.285654900919043,-7.52022366188135,5.46826146826011e-14,3.46472632374185e-13,"chr12",57196362,57197542
"1031",183.505359159479,-4.56625760827151,0.42000665828636,-10.8718695720253,1.56951235236435e-27,3.56833249522835e-26,"chr12",57229785,57230800
"1032",513.661544038257,-2.55758109857736,0.258578899266865,-9.89091184868037,4.55856540475646e-23,6.40685646886681e-22,"chr12",57230800,57231544
"1033",106.551179755099,-4.08803313146049,0.48607760169611,-8.41024790526406,4.0914503427671e-17,3.47548474171315e-16,"chr12",57546383,57547401
"1034",38.7619967860063,-3.58535109659973,0.64713107203196,-5.5403785284825,3.01818535613785e-08,1.01085670723334e-07,"chr12",57548407,57548933
"1035",28.170442662237,-2.82741454339593,0.678073300216242,-4.1697771354428,3.04897649226803e-05,7.04700289549597e-05,"chr12",58920523,58921347
"1036",30.7117144904078,2.65626701807114,0.649977556384627,4.08670575157412,4.37541466017044e-05,9.90104078545595e-05,"chr12",65170417,65171324
"1037",1334.38584754496,-2.72319044874826,0.248130762678306,-10.9748199673202,5.05063645859506e-28,1.20498209336234e-26,"chr12",65172134,65173306
"1038",128.682951190542,2.69955146060578,0.37561935527105,7.18693385397503,6.62624915502399e-13,3.8339001473305e-12,"chr12",65559886,65560064
"1039",72.6869108735226,2.02641464110635,0.457616995776674,4.42818920583814,9.50275245752646e-06,2.35587801464655e-05,"chr12",69241664,69242304
"104",791.055831497072,-2.38277090608791,0.255282323881862,-9.33386561926863,1.02078443787e-20,1.15698881301101e-19,"chr1",161036369,161036560
"1040",22.4038923559608,1.68861498663659,0.695375968475008,2.42834820757438,0.0151677728659107,0.0230528675291957,"chr12",69357075,69357515
"1041",63.5204583799876,-4.02011545439614,0.581848015885053,-6.90921915112335,4.87328625579644e-12,2.54186928186953e-11,"chr12",69360680,69360931
"1042",34.3009037674618,1.55082798846199,0.556869672034409,2.78490294290289,0.00535437475177063,0.0088894580822996,"chr12",69361166,69361959
"1043",44.9556553561311,2.30579721741142,0.612936404226476,3.76188655382826,0.000168636539688536,0.000352031483959803,"chr12",69446538,69446836
"1044",21.6775348155023,1.9607356525888,0.773844921598949,2.53375786008577,0.0112846679438194,0.01751616128629,"chr12",69447374,69447540
"1045",77.724850595286,-0.923468354281668,0.414002569293952,-2.23058604649862,0.0257085619294742,0.0368559316978553,"chr12",69447719,69448395
"1046",28.7062797863682,1.44658725315234,0.641114218368154,2.25636432901829,0.0240478236862816,0.0346809099057756,"chr12",69472996,69473499
"1047",32.4838269718884,1.81218165704291,0.628767311748626,2.88211811139349,0.00395011635423625,0.00670829099696217,"chr12",69582191,69583453
"1048",140.188918447091,-3.30139760238171,0.374365704396483,-8.81864327744421,1.15854890801617e-18,1.09481455488569e-17,"chr12",69696803,69697026
"1049",113.5580744173,-4.31290987762052,0.46257853402719,-9.32362736349329,1.12429378516192e-20,1.26687914858625e-19,"chr12",69804621,69804970
"105",66.4077237698194,1.95677730634329,0.446623915817711,4.38126405022597,1.17992773319935e-05,2.88269322933976e-05,"chr1",161039080,161039705
"1050",21.966635912448,2.36099623313518,0.712272310050467,3.31473819748503,0.000917289908704003,0.00171686464752589,"chr12",71438036,71438566
"1051",29.5903080378914,-1.28379673441257,0.605397976819307,-2.12058312642122,0.0339568993400151,0.0476209782108703,"chr12",71941367,71941517
"1052",26.8625061786495,-2.24344825662292,0.686249094635436,-3.26914567051594,0.00107872750199562,0.00198726491668879,"chr12",76765129,76766369
"1053",42.9794809702168,-1.29452501384626,0.509100015861538,-2.54277150562561,0.0109977121568771,0.017111979664384,"chr12",76879210,76879553
