"Region","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","start","end"
"1",59.9950759442548,2.01946877378595,0.449994839944072,4.48775984639499,7.19759974327224e-06,1.70562372824937e-05,"chr1",10210940,10211418
"10",131.082689564632,4.84176638964175,0.459833285237591,10.5293952070913,6.32394750573398e-26,9.01920926555787e-25,"chr1",120099487,120099832
"100",24.8780759072801,1.38370251344967,0.652672096805743,2.12005771385306,0.0340011784560085,0.0453779539822075,"chr1",160793445,160794473
"1000",47.4114351580493,1.42286197571126,0.500918294160976,2.84050710923727,0.00450418689996931,0.00694680062585051,"chr12",54189631,54189855
"1001",35.1865741835122,1.73175189479841,0.562990639208858,3.07598701326891,0.00209806983082778,0.00341577080713958,"chr12",54191242,54191466
"1002",31.1665341697943,1.81677309286717,0.623572661002677,2.91349061061445,0.00357412585204127,0.00559951212733665,"chr12",54191667,54192542
"1003",13.9294058525401,3.78510652617133,1.0632456780162,3.5599547728551,0.000370918669750616,0.000686919338086311,"chr12",54263735,54264620
"1004",67.3291780160317,2.65754691852103,0.454418257245304,5.84823975742337,4.96802135627744e-09,1.71135495026848e-08,"chr12",54283113,54283910
"1005",53.3277889395923,1.59888839478282,0.476353868329369,3.35651393026432,0.00078931744543142,0.00137481384704481,"chr12",54651268,54651430
"1006",62.1107585983766,2.13200559996232,0.444897404060325,4.7921286582136,1.65021018219127e-06,4.2266814805628e-06,"chr12",54830681,54830866
"1007",404.360446410698,-1.05655066855058,0.254767905422402,-4.14711055067487,3.36697511926088e-05,7.31498529282929e-05,"chr12",54984225,54985372
"1008",18.2117327637398,-2.01957751102573,0.79487811743644,-2.54073859466538,0.0110618589587294,0.0159888125936758,"chr12",54985551,54985902
"1009",37.8025651903981,-1.93763531247323,0.551156980301283,-3.51557792375967,0.00043879796925967,0.000802647321002907,"chr12",54986196,54986659
"101",43.3297152926128,2.19633126123501,0.585588274265424,3.75064077912103,0.000176383241001428,0.000344280625535016,"chr1",160863069,160863306
"1010",575.402061493392,-1.62087961534802,0.243923440129552,-6.64503425536776,3.03146563782375e-11,1.33598799203977e-10,"chr12",55016346,55017159
"1011",58.4994363743099,-1.29576806856123,0.438587979583556,-2.95440853119499,0.00313269002683195,0.00495006007919276,"chr12",55019213,55019872
"1012",35.3395069069825,3.81158283428002,0.672734931369632,5.66580187313888,1.46338540506731e-08,4.73304149839762e-08,"chr12",55123946,55125229
"1013",42.6141300121806,2.60833955215164,0.54162288596526,4.81578533651353,1.46622080969998e-06,3.78553335303302e-06,"chr12",55299348,55299611
"1014",72.5984765625375,3.05718248977757,0.496635750985802,6.15578416114666,7.47069119649843e-10,2.83358405048738e-09,"chr12",55315322,55315518
"1015",78.482124105185,3.94525273139965,0.503674490772064,7.8329413215907,4.76586773437179e-15,2.97098045053984e-14,"chr12",55329023,55329615
"1016",72.5148011628245,2.9277341786017,0.463807830792598,6.31238626048748,2.74765391236057e-10,1.09368510517751e-09,"chr12",55360995,55361245
"1017",42.2289520869279,-1.95028208349476,0.554755311512744,-3.51557171787433,0.000438808224910515,0.000802647321002907,"chr12",55398228,55399324
"1018",1605.93879039046,-3.05606123200264,0.220995955202019,-13.8285844607834,1.71359433639777e-43,1.00349122881476e-41,"chr12",55399495,55399723
"1019",94.8388230586363,-3.76254227372406,0.449412450940771,-8.37213625445354,5.65829646833204e-17,4.23823950583398e-16,"chr12",55443140,55443488
"102",22.5308319530897,1.82167755979088,0.740424479092017,2.46031514520537,0.0138815062297153,0.0197032763782041,"chr1",160933999,160934424
"1020",30.7972858006559,-3.99802832354041,0.758310218721617,-5.27228596534069,1.34734923271404e-07,3.91541713115771e-07,"chr12",55446547,55447309
"1021",43.2825829559267,2.97787332382568,0.585209049357723,5.0885633554265,3.60786251396362e-07,9.93190072398105e-07,"chr12",55466835,55467148
"1022",27.1651761726968,2.42438133426035,0.659360778651631,3.67686616000746,0.000236116843388753,0.000449774075750385,"chr12",55491078,55492073
"1023",84.3131659297295,4.53811383295002,0.524101632764937,8.65884315034254,4.76576050433352e-18,3.80571577463823e-17,"chr12",55492258,55492969
"1024",82.1009411501687,2.93709640605856,0.435600522426222,6.74263747366378,1.55536956811129e-11,7.07235691852957e-11,"chr12",55495104,55495352
"1025",27.3746962190831,2.93138034725581,0.677250346878041,4.32835562324738,1.50226761534289e-05,3.40943296142118e-05,"chr12",55820084,55820401
