"Region","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","start","end"
"1",50.0590326282308,-2.13199826041912,0.72266417888104,-2.95019225073569,0.00317576250235186,0.0100940148615049,"chr1",10210940,10211418
"10",61.622955081853,-3.28304271122333,0.816927720953348,-4.01876766697553,5.8503322747749e-05,0.000525849633535,"chr1",120099487,120099832
"100",91.9578037527747,4.85994717864835,0.958866236576464,5.06843081262336,4.01108729239287e-07,1.11157796914115e-05,"chr1",160793445,160794473
"1000",16.2700436839114,-2.35055794551306,0.853722754247301,-2.75330361504241,0.00589971542073118,0.0159568930028873,"chr12",54189631,54189855
"1001",553.230290118274,3.31454925034177,0.741013972379049,4.47299156816208,7.71328200836769e-06,0.000121680959029964,"chr12",54191242,54191466
"1002",11.8111830576737,-3.63033022427667,1.02306516688465,-3.54848385204184,0.000387455754982796,0.00212112817706587,"chr12",54191667,54192542
"1003",28.5406993803928,-2.43968340993892,0.776133623123741,-3.14338064638898,0.00167008507810455,0.00629744275792592,"chr12",54263735,54264620
"1004",43.9520145804549,-3.77088461292111,0.87578947465932,-4.30569757005583,1.66460346956258e-05,0.000212333082833643,"chr12",54283113,54283910
"1005",7.97468700469725,-4.42386309411255,1.37394872614744,-3.21981672963669,0.00128272573538968,0.00522967823552858,"chr12",54651268,54651430
"1006",161.41425790916,2.13980447003711,0.731217790694166,2.92635723209871,0.0034295687698961,0.0106297380077373,"chr12",54830681,54830866
"1007",16.1768437724403,-3.26258840350892,0.918540880119355,-3.55192509568544,0.000382423708890371,0.00211326260307776,"chr12",54984225,54985372
"1008",37.0706408247596,-2.28579987758512,0.79429880855583,-2.8777581597297,0.00400512051552946,0.0119535064034914,"chr12",54985551,54985902
"1009",145.254845907964,1.95862450168708,0.696422730879612,2.81240748591484,0.00491721663174959,0.0140465944432462,"chr12",54986196,54986659
"101",20.6526942637744,-2.51083206326776,0.883869333808727,-2.84072765874589,0.00450107330717373,0.013021443362445,"chr1",160863069,160863306
"1010",110.185528541818,1.63441385319825,0.707631127086691,2.30969751136741,0.0209049066946732,0.0429545265151047,"chr12",55016346,55017159
"1011",17.3381464886375,-2.34327155086813,0.887112537287586,-2.64145917499133,0.0082549755260036,0.0208396344924911,"chr12",55019213,55019872
"1012",61.5209394041242,1.65645967797806,0.739196476216623,2.24089228138127,0.025033053349716,0.0492380413214516,"chr12",55123946,55125229
"1013",25.1754237246856,-2.07848983811571,0.804325859874247,-2.58413901853246,0.00976224365829575,0.0235671903431062,"chr12",55299348,55299611
"1014",79.1840671727796,2.07626124994052,0.743463733504392,2.79268665890917,0.00522722994161096,0.0146506480959582,"chr12",55315322,55315518
